Site,Subsite,Trapnest,Treatment,Cavity_size,Cavity_number,Straw_ID,Straw_length_mm,Filled_length_mm,Occupant,05-Jun,11-Jun,14-Jun,17-Jun,21-Jun,25-Jun,28-Jun,02-Jul,05-Jul,08-Jul,13-Jul,16-Jul,19-Jul,22-Jul,24-Jul,26-Jul,29-Jul,02-Aug,06-Aug,08-Aug,12-Aug,13-Aug,NOTES
BP,AC,79,Low,medium,11,a,,,,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,no_visit,empty,empty,empty,empty,empty,empty,non_existent,
BP,AC,79,Low,medium,11,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,no_visit,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
BP,AC,79,Low,medium,11,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,no_visit,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
BP,AC,79,Low,medium,12,a,,,,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,no_visit,empty,empty,empty,empty,empty,empty,non_existent,
BP,AC,79,Low,medium,12,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,no_visit,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
BP,AC,79,Low,medium,12,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,no_visit,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
BP,AC,79,Low,medium,13,a,,,,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,no_visit,empty,empty,empty,empty,empty,empty,non_existent,
BP,AC,79,Low,medium,13,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,no_visit,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
BP,AC,79,Low,medium,13,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,no_visit,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
BP,AC,79,Low,large,14,a,,,,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,no_visit,empty,empty,empty,empty,empty,empty,non_existent,
BP,AC,79,Low,large,14,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,no_visit,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
BP,AC,79,Low,large,14,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,no_visit,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
BP,AC,79,Low,small,15,a,,,,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,no_visit,empty,empty,empty,empty,empty,empty,non_existent,
BP,AC,79,Low,small,15,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,no_visit,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
BP,AC,79,Low,small,15,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,no_visit,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
BP,AC,79,Low,medium,16,a,,,,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,no_visit,empty,empty,empty,empty,empty,empty,non_existent,
BP,AC,79,Low,medium,16,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,no_visit,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
BP,AC,79,Low,medium,16,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,no_visit,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
BP,AC,79,Low,medium,17,a,,,,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,no_visit,empty,empty,empty,empty,empty,empty,non_existent,
BP,AC,79,Low,medium,17,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,no_visit,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
BP,AC,79,Low,medium,17,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,no_visit,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
BP,AC,79,Low,large,18,a,,,,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,no_visit,empty,empty,empty,empty,empty,empty,non_existent,
BP,AC,79,Low,large,18,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,no_visit,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
BP,AC,79,Low,large,18,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,no_visit,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
BP,AC,80,Mid,large,1,a,133,37,megachile,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,1 cell,1 cell + end cap,no_visit,no change,no change,no change,no change,no change,no change,non_existent,
BP,AC,80,Mid,large,1,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,no_visit,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
BP,AC,80,Mid,large,1,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,no_visit,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
BP,AC,80,Mid,small,2,a,,,,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,no_visit,empty,empty,empty,empty,empty,empty,non_existent,
BP,AC,80,Mid,small,2,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,no_visit,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
BP,AC,80,Mid,small,2,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,no_visit,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
BP,AC,80,Mid,medium,3,a,,,,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,no_visit,empty,empty,empty,empty,empty,empty,non_existent,
BP,AC,80,Mid,medium,3,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,no_visit,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
BP,AC,80,Mid,medium,3,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,no_visit,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
BP,AC,80,Mid,large,4,a,,,,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,non_existent,no_visit,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
BP,AC,80,Mid,large,4,b,132,30,megachile,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,empty,no_visit,1 cell,no change,no change,no change,no change,1 cell,non_existent,
BP,AC,80,Mid,large,4,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,no_visit,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
BP,AC,80,Mid,medium,5,a,132,47,megachile,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,2 cells + end cap,no change,no change,no_visit,no change,no change,no change,no change,no change,no change,non_existent,
BP,AC,80,Mid,medium,5,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,no_visit,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
BP,AC,80,Mid,medium,5,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,no_visit,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
BP,AC,80,Mid,medium,6,a,,,,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,no_visit,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,non_existent,
BP,AC,80,Mid,medium,6,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,no_visit,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
BP,AC,80,Mid,medium,6,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,no_visit,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
BP,AC,80,Mid,large,7,a,,,,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,no_visit,empty,empty,empty,empty,empty,empty,non_existent,
BP,AC,80,Mid,large,7,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,no_visit,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
BP,AC,80,Mid,large,7,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,no_visit,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
BP,AC,80,Mid,medium,8,a,,,,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,no_visit,empty,empty,empty,empty,empty,empty,non_existent,
BP,AC,80,Mid,medium,8,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,no_visit,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
BP,AC,80,Mid,medium,9,a,,,wasp,non-target inner wall,no change,no change,no change,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,no_visit,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
BP,AC,80,Mid,medium,9,b,,,,non_existent,non_existent,non_existent,non_existent,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,no_visit,empty,empty,empty,empty,empty,empty,non_existent,
BP,AC,80,Mid,medium,9,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,no_visit,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
BP,AC,80,Mid,large,10,a,,,,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,no_visit,empty,empty,empty,empty,empty,empty,non_existent,
BP,AC,80,Mid,large,10,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,no_visit,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
BP,AC,80,Mid,large,10,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,no_visit,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
BP,AC,80,Mid,large,11,a,,,,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,no_visit,pseudo,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
BP,AC,80,Mid,large,11,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,no_visit,non_existent,empty,empty,empty,empty,empty,non_existent,
BP,AC,80,Mid,large,11,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,no_visit,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
